,H20.33.020,H20.33.044,H21.33.003,H21.33.004,H21.33.005,H21.33.009,H21.33.023,H21.33.044
ABHD17A,2.5244482674406794,3.029520241052627,2.843361370368249,2.354760298261074,2.478784849764186,2.8084037721957027,2.5187578865007283,2.762594634175196
ABHD17B,2.2355906542820114,2.80145535612436,2.3122912907028783,2.476356213688435,2.478784849764186,1.9945374766009498,2.661333315307475,2.555109783547494
ABHD17C,2.1976693511663545,1.8908419745719085,1.1058110968998975,2.476356213688435,2.9315131440879356,0.4556282541696651,2.5187578865007283,0.6878294327029404
ABHD18,3.0855734371526893,3.7324380208551062,3.268462978891509,3.5173048376348395,2.9315131440879356,2.8084037721957027,3.5348073431817304,2.8803032656136507
ABHD2,3.7225081050621696,3.322099546154404,3.5658205722202223,3.5173048376348395,3.187152765466743,4.276543383625027,3.5066772143692257,4.237984461883802
ABHD3,3.453916792375466,2.61418812636035,3.145806848945421,3.064952101611252,3.187152765466743,3.396459394539607,3.0875884171268813,3.1678365130195516
ABHD5,3.2866097005098616,3.5878402077735667,3.268462978891509,3.064952101611252,3.187152765466743,2.907715916274636,3.283900321743475,3.125296311819389
ABHD6,2.029726367774379,2.2446822723827125,2.407699033875083,2.476356213688435,2.2186676992584653,1.4958175087318835,2.5187578865007283,2.2929926920723953
ABHD8,1.7091026299723349,1.3382778459224656,1.394389387487851,2.0555515743404755,1.6287572955490413,1.3573339418232513,1.5695299805605238,2.1877511638471225
ABI1,3.755603556504088,3.8587443950143356,4.2733077374019235,4.153596242441886,3.51987744895561,4.032606337734912,3.939796933431092,3.7507854845072797
ABI2,3.940805279105019,4.247145310007428,4.23012890275137,4.293169986022263,4.198112462357223,3.9692489896953176,4.319959661776981,3.959830250477204
ABI3,0.0,0.8780637391015212,0.6985511392933239,2.0555515743404755,0.8611353999468706,0.0,0.0,2.1877511638471225
ABITRAM,1.8822097804336992,1.8908419745719085,1.394389387487851,2.2163051721593705,1.6287572955490413,0.7674787785342916,0.6683919715359489,0.6878294327029404
ABL1,4.773021353892016,4.756270729272666,4.7898122683084265,4.582088446276096,4.677825092183413,4.64738970368157,4.439075094862285,4.532744903421667
ABL2,3.763709065172753,3.916378769719184,3.748193195675529,3.595061910769158,4.018791181882874,2.9980500726195447,3.8826944746062604,3.208640647045804
ABLIM1,4.886915143749877,5.100618502722027,5.110579925400245,5.809294623193312,5.300382338541702,4.210256992213537,5.2682331787188215,4.760111550761041
ABLIM2,3.5779483615642,3.322099546154404,3.621406985821208,2.0555515743404755,2.8559036204694466,3.2731826676887885,3.130055088160576,2.1877511638471225
ABLIM3,2.6047620576056314,3.1569909518488672,3.30621858511988,3.239467254808807,3.8878243094822147,3.2948132654402915,3.0875884171268813,3.0808657268754325
ABO,3.517854324386161,2.383579899051038,3.3426004160240197,2.476356213688435,2.0578637503514177,3.2731826676887885,2.9481609994296964,3.0808657268754325
ABR,3.763709065172753,3.7324380208551062,3.942394266769778,4.040440668749784,3.3434590467754064,3.2731826676887885,3.7576656109155864,3.4861684617149185
ABRAXAS1,1.2343083455663872,2.383579899051038,1.6180702843976418,1.6266267477532825,0.0,1.6174353518170137,2.035709279514744,2.070116842574494
ABRAXAS2,2.15825314807558,2.383579899051038,2.3122912907028783,2.8534050691423682,2.0578637503514177,1.4958175087318835,2.257574797033686,1.7828807806241975
ABTB1,2.15825314807558,2.2446822723827125,1.6180702843976418,2.5847566002331788,2.478784849764186,1.9945374766009498,2.152782498056175,2.2929926920723953
ABTB2,3.2331735921884306,3.4637712874766113,3.476179687387476,2.5847566002331788,2.478784849764186,3.4156051072720843,3.0875884171268813,2.2929926920723953
ACAA2,1.574432685092057,1.6522499145841454,1.9551562769193536,2.2163051721593705,2.2186676992584653,1.725853160344329,2.257574797033686,1.7828807806241975
ACACA,3.6254074999394534,3.8286317213324783,3.9995643616329026,4.293169986022263,3.9939341569507634,3.5731833739258057,3.939796933431092,3.357001525494191
ACACB,3.0198398070006274,3.6627504065176115,3.4116188231236753,3.6672066010086595,2.8559036204694466,1.8236578278691138,3.7352186932978184,2.9856042539109664
ACAD10,2.5244482674406794,3.029520241052627,1.8007499112443908,2.2163051721593705,2.2186676992584653,1.8236578278691138,2.5187578865007283,2.070116842574494
ACAD11,3.496992759473449,3.548169966459962,3.30621858511988,3.388004384528293,3.3434590467754064,3.0540359739069034,3.5066772143692257,3.208640647045804
ACAD9,2.467082505629818,2.505516854193337,1.9551562769193536,2.0555515743404755,2.8559036204694466,2.070144353946501,2.152782498056175,2.4751357411670405
ACADL,3.373758131013437,1.8908419745719085,1.8007499112443908,2.0555515743404755,3.51987744895561,2.206106685833525,2.4390434229665168,2.2929926920723953
ACADM,2.7027030441064537,3.215109282926768,3.18838589431206,3.291469990439911,3.1291053986708244,2.3806369129232063,2.725658307788481,2.2929926920723953
ACADSB,2.5787009741437172,2.7121989777009547,2.407699033875083,2.476356213688435,2.357160154254243,1.6174353518170137,2.5187578865007283,2.6291588959827896
ACADVL,3.2866097005098616,3.371587361302675,3.5939999604782438,2.8534050691423682,3.0018055389022473,3.506193236027209,3.385505617346273,2.8231798662129206
ACAP2,4.432862800264983,4.396366540568132,4.510469412738141,4.553811653089942,4.466462643629321,4.7271205506273395,4.525102083025939,4.707930664412952
ACAP3,2.7027030441064537,2.2446822723827125,2.574903197443123,2.92900347769277,3.0018055389022473,2.8084037721957027,2.152782498056175,1.9367766216664757
ACAT1,2.7027030441064537,2.9591237438888136,2.407699033875083,3.291469990439911,3.1291053986708244,2.69813011668681,2.9481609994296964,2.8803032656136507
ACBD3,3.2735159771968214,3.548169966459962,2.843361370368249,2.5847566002331788,3.0018055389022473,2.9688360827892843,2.9968290485114935,2.934339157135896
ACBD5,2.272126317469142,2.383579899051038,2.843361370368249,3.239467254808807,1.8661526173960055,1.8236578278691138,2.4390434229665168,1.3783070971861482
ACBD6,4.049626570639136,4.071684412238672,3.980868481892331,4.040440668749784,4.134575033843584,3.6359662068955743,3.779619706519822,3.60054370169207
ACCS,1.1275239578110012,2.383579899051038,1.1058110968998975,2.0555515743404755,1.6287572955490413,1.1965419820152294,1.065467262227521,0.6878294327029404
ACER2,3.856172443312996,3.6982011363403937,4.23012890275137,3.7344948380727367,3.669790152256932,3.396459394539607,4.472208474193707,4.1326409609161
ACER3,3.870784728984165,3.4637712874766113,4.053642034229311,4.131966337606856,3.559514619335598,3.8659848986254426,3.588799497715921,3.7962367801605357
ACIN1,3.4203466663620716,3.625996585434333,3.30621858511988,3.55693895418526,3.559514619335598,3.540249159937863,3.209933336372717,3.4861684617149185
ACLY,2.4371164254632,2.7121989777009547,3.005974952031649,2.354760298261074,2.9315131440879356,1.6174353518170137,2.592584420753953,2.6291588959827896
ACO1,3.3122937696202164,3.215109282926768,3.4116188231236753,2.68254709210238,2.6850171997771377,3.0264347747470133,2.9481609994296964,2.8803032656136507
ACO2,2.7027030441064537,3.1569909518488672,2.900554841610451,3.126570358138626,2.357160154254243,2.529184955034135,3.614740336032638,2.8231798662129206
ACOT13,1.827770310932133,1.6522499145841454,1.394389387487851,2.0555515743404755,1.8661526173960055,1.004847904997286,2.152782498056175,1.6009158890605062
ACOT7,1.6440329457621419,1.6522499145841454,2.407699033875083,2.0555515743404755,2.2186676992584653,1.725853160344329,2.035709279514744,1.6009158890605062
ACOT8,1.7091026299723349,2.2446822723827125,1.1058110968998975,1.8639120685444677,1.8661526173960055,1.1965419820152294,1.7501536403634366,1.0915156554742163
ACOT9,2.6791023277062758,3.0952853205830007,2.900554841610451,2.7716207067445127,3.0674797592877137,2.9688360827892843,3.0432380374886225,3.0808657268754325
ACOX1,2.8539387217975305,2.80145535612436,3.2292257649708747,3.064952101611252,2.357160154254243,2.5741715150240827,3.130055088160576,3.4554069521499082
ACOX3,2.37434789600531,2.7121989777009547,2.574903197443123,2.5847566002331788,2.774106248355024,2.3806369129232063,2.035709279514744,2.388205507990961
