p_val,avg_log2FC,pct.1,pct.2,p_val_adj,module,group
2.80246373742817e-100,7.0649129248759,0.463,0.022,5.60492747485634e-100,MIC-M1,Microglia
1.55705265036056e-52,3.5331576967425,0.371,0.083,3.11410530072113e-52,MIC-M2,Microglia
