p_val,avg_log2FC,pct.1,pct.2,p_val_adj,module,group
0,7.15527905409425,0.509,0.009,0,OLI-M4,Oligodendrocyte
2.10631331285484e-270,7.98809124638432,0.438,0.002,1.05315665642742e-269,OLI-M5,Oligodendrocyte
2.0666096256526e-189,3.79933705362582,0.43,0.079,1.0333048128263e-188,OLI-M3,Oligodendrocyte
6.53625561354877e-75,1.99914673287369,0.434,0.234,3.26812780677438e-74,OLI-M2,Oligodendrocyte
0.147569286292065,0.048002215916908,0.47,0.493,0.737846431460324,OLI-M1,Oligodendrocyte
