p_val,avg_log2FC,pct.1,pct.2,p_val_adj,module,group
5.26980154952825e-242,6.27653127762083,0.579,0.024,1.05396030990565e-241,OPC-M1,OPC
1.73338758411677e-19,0.957715553940582,0.459,0.328,3.46677516823354e-19,OPC-M2,OPC
