p_val,avg_log2FC,pct.1,pct.2,p_val_adj,module,group
6.91251572105579e-208,5.08238991210849,0.532,0.024,3.4562578605279e-207,AST-M3,Astrocyte
2.16442125970623e-160,4.58352208165923,0.466,0.04,1.08221062985311e-159,AST-M5,Astrocyte
2.75710546533062e-123,3.35979560596242,0.441,0.078,1.37855273266531e-122,AST-M4,Astrocyte
5.25650473256025e-105,4.03527685553289,0.394,0.073,2.62825236628013e-104,AST-M2,Astrocyte
6.90394782862777e-15,0.965733133873033,0.364,0.262,3.45197391431389e-14,AST-M1,Astrocyte
