p_val,avg_log2FC,pct.1,pct.2,p_val_adj,module,group
5.88644424741759e-128,2.4112743167082,0.548,0.128,2.35457769896704e-127,OPC-M3,OPC
9.59418060552908e-119,2.50568573713605,0.545,0.158,3.83767224221163e-118,OPC-M4,OPC
2.3184708833738e-21,1.03859718117089,0.441,0.294,9.27388353349521e-21,OPC-M2,OPC
6.51066683355976e-12,0.516458143218295,0.472,0.35,2.6042667334239e-11,OPC-M1,OPC
