p_val,avg_log2FC,pct.1,pct.2,p_val_adj,module,group
0,2.05366141044526,0.495,0.137,0,OLI-M1,Oligodendrocyte
0.87082972296981,-0.16761358914933,0.385,0.375,1,OLI-M2,Oligodendrocyte
