,1,10,2,3,4,5,6,7,8,9
AAK1,5.496249853733423,6.001383944980097,5.956452494670597,5.616682914424403,5.716758157886697,5.835790688699216,5.621612488436024,5.917446657738286,6.362788472841329,6.190710289312692
AAMDC,4.185711706564367,4.69971226564298,4.127253150580526,4.987364057446782,4.348027830848574,4.237969490824555,4.733747032314183,4.786487967214166,4.872886538050369,4.9017052793154905
AASS,4.988155248141732,4.390050478198921,4.694144041104305,3.7798326798768196,4.593021161900193,4.838809029515072,5.051279330678823,4.361951175499756,5.3827403459185215,4.801427862650192
AATK,7.25070713259877,5.538233995255392,7.134680153637366,7.04601475057183,7.154191333831397,6.287620012874274,6.3095933850698405,5.823892660764746,5.720289012674217,5.837463377858374
ABCA2,7.8017780172201965,6.412746552166845,7.6760732604894,7.757203236097448,7.37717855665929,7.230541347920027,7.164465451663316,6.4167092250868984,6.4949261141392105,6.82392701345154
ABCA3,5.496249853733423,4.9259858449318745,5.173218070600248,5.243641138544772,5.373732531423567,4.600153798651972,4.9776636326484756,4.714792737685833,4.651653971581932,4.570050243232559
ABCA5,4.738786990795822,4.531496606450261,5.226168733547808,4.641896507116272,5.6178464828240395,4.838809029515072,4.898194938669957,4.994004619081495,4.833832583884734,5.029653719935028
ABCA6,2.84404086802258,5.150640556100751,3.6558700889377946,4.721197447510593,2.999796663546055,4.95528268342723,5.4386770790704695,3.013203470584356,3.3430301864415863,4.356832024510803
ABCA8,5.964714001259128,6.154217278103269,6.086103227153004,6.518228923135556,5.708879092010525,6.286713025099817,6.983155806263098,6.407633175873429,6.862979349600437,6.811442967448089
ABCB1,5.09283370816831,5.068448344023572,4.694144041104305,4.641896507116272,5.165461520552494,4.441132000968844,5.704972077928108,5.2846726202247885,4.865898326385455,4.5476449316236405
ABCC5,4.586093457593797,4.98356425451462,5.304095598731425,5.287863266362046,5.137842800600893,5.024950863191322,5.163076109901143,5.149862635446679,4.551203446536258,4.897721790576852
ABCD4,5.09283370816831,4.463272336207314,4.77829854627815,4.241239520987806,4.728303661564128,4.6756432558962855,4.516844651165399,5.0835711948544136,4.750827892789105,4.9769853853692325
ABCG1,5.620930277114442,4.381573626236386,5.092352511218102,4.721197447510593,4.9369208350076175,5.068838069782704,4.700708651013417,4.714792737685833,4.762560644846727,4.973291298904816
ABHD12,4.738786990795822,4.759801573939876,5.27995306873454,5.097871157894141,5.448299169745392,4.99568531343167,4.855959621085118,5.352392561324345,5.012407402844335,5.070773722206556
ABHD17A,5.831549366925404,4.174200799997693,5.272946776060722,5.813855706417273,5.716758157886697,4.779161241133599,4.95186944932642,3.531514993402299,4.250950409491504,4.154946770125299
ABHD17B,5.831549366925404,5.059844994356387,5.283437892589467,5.097871157894141,5.2313447860830555,5.331638153409015,5.4386770790704695,4.739266747767298,5.212143003526242,5.161637511488588
ABHD18,4.405808345541551,4.782861467070091,4.907888365825366,4.357422416614475,5.034687869270607,4.979048805290609,4.612996458464396,4.955804125082062,5.241470803658478,5.245868153531359
ABHD2,5.353779907374035,5.233874119211309,4.828882821723837,5.097871157894141,5.003149091799108,5.229952503767026,4.683770909411936,4.786487967214166,4.865898326385455,4.837397286951847
ABHD6,4.738786990795822,4.838286821462095,5.066760268798809,4.641896507116272,4.9705831359813555,5.062685165381126,4.841475254265278,4.936142336168083,5.021451852038686,5.146190957503813
ABI2,5.274131308471585,5.196897096525814,5.058081875078047,4.987364057446782,5.4063727691238155,5.134133324402059,4.884313762115776,5.298588461231111,5.1534073295192115,4.980665875768478
ABL1,5.427549948342173,5.273029343564096,5.673173247420765,5.787958793114275,5.785008189012187,5.240340837697097,5.074660953309295,5.5207317835409695,5.322402883629679,5.280939725275963
ABTB2,5.620930277114442,5.170174790491393,5.215055813996664,5.370840590014729,5.218510811704264,4.909588686936912,5.380829385374395,4.955804125082062,5.653978042340373,5.001269925903107
ACACA,5.427549948342173,5.7562937956015245,5.723705419885083,5.40988243252785,5.716758157886697,5.725996934114393,5.686342761251397,5.711571995615597,5.7711944790591545,5.74892007383039
ACADVL,5.09283370816831,4.945549333893595,5.03605055771071,5.330212335922994,5.546014737489057,4.741586496981691,4.870237182898434,4.396602623440854,4.5268947009716864,4.495318534957706
ACAP2,4.871224128357175,5.330678473797909,5.1809562852335596,5.197372567150313,5.050091924190214,5.162459756501426,5.0975083431112935,5.312313306433882,5.489731197166822,5.394824434247702
ACAP3,6.546725042486959,5.081216157625836,6.00663960955409,6.625966890422999,6.693560812885561,5.062685165381126,5.108739222338462,4.994004619081495,4.496922040908411,4.79259920840158
ACBD6,4.738786990795822,5.0769783069879315,5.129553209834972,5.40988243252785,4.828549276820325,5.229952503767026,5.1198453684830945,5.212031403269351,5.118616317838204,5.127334524824999
ACER3,5.922266023168935,6.555107244792461,5.788739546938655,6.061659952939384,5.6178464828240395,5.748008644401089,5.944540530867224,6.39386275518159,6.350152044532386,5.903345808072141
ACIN1,5.620930277114442,4.843664073896737,5.537100553045661,5.483670913223776,5.651915740781562,4.728741147516548,5.051279330678823,4.874725268996392,4.9037428758158494,4.814526395265813
ACSL1,2.84404086802258,4.771397988866187,4.812304086423509,4.4615009741655145,4.728303661564128,5.01852102251159,4.826778003294605,5.226987925233775,4.647300411208803,5.090716557720809
ACSL3,5.274131308471585,5.204402694465744,5.350699432383432,5.044143308997283,5.165461520552494,5.417459741717086,5.163076109901143,5.378246583829725,5.348708801865691,5.353517058458179
ACSL4,5.620930277114442,4.346928837568396,5.395227718312981,5.330212335922994,5.458511754476951,5.37320970457285,5.130829521775815,4.637557558564776,4.9204826145810205,5.239271262130421
ACSS2,4.988155248141732,4.390050478198921,4.850568726027053,4.7946691809159905,5.065262289419908,4.909588686936912,4.870237182898434,4.76315606204345,4.848211110234114,4.833148648875666
