,H20.33.020,H20.33.044,H21.33.003,H21.33.004,H21.33.005,H21.33.009,H21.33.023,H21.33.044
RYR2,7.576624787615836,7.048804462119108,7.119118166267375,7.974201294930662,7.7367507612538144,8.196975001982686,7.380111577683924,7.804070388692981
RYR3,4.606863697409939,4.795421834067437,4.5426572387062825,4.958202232920769,4.92065509530999,4.4885191904827515,4.576422113252492,5.599095896199653
S100B,7.010823172955924,7.262575781747997,6.6166340966988315,7.020963640988766,7.382707328575398,6.374173863531622,7.434078107077887,6.904724180023205
S100PBP,6.547178792758259,6.983587017128608,6.857231735349994,7.04916152317446,6.6604651497770995,6.462677823375146,6.75727051054756,6.429910840470268
S1PR5,5.408733089355191,5.034810710319635,5.2660888709408855,5.302420095043384,5.66603821497905,5.346499922978513,5.370857423257474,5.244005927729526
SACM1L,6.101978518328985,6.370618904682582,6.299167331464767,6.3079974989300585,6.168194192556215,6.15913518402069,6.319414424618935,6.128198957729813
SACS,6.624920465846434,6.398223768563545,6.925135596840422,6.709889561059533,6.798017637563717,6.191632448258494,6.766840338449743,7.031356469520931
SAE1,5.691779746017586,5.9613371710589576,5.862100429013786,5.843384653053301,5.683994905141355,5.2346822511143225,5.899852426955627,5.376877219177556
SAFB,6.562038835543119,6.3228467574330205,6.376189929843143,6.492760515543039,6.696667353187249,6.4880207828222485,6.35777759999558,6.790435401539733
SAFB2,6.265446405218069,6.011564526389921,6.240546024971363,6.25726720448815,6.388722125196521,6.178077882196706,6.0688803071315345,6.626333129924378
SALL1,5.779390223580874,5.637984207959438,5.584497712804344,5.544495818420699,5.785448518006332,5.648559931283277,5.66098031892372,5.376877219177556
SAMD12,8.819114170925385,8.76326952609184,9.039608103782534,9.00010020200954,8.789084789223034,8.527493140283987,8.862113436852827,8.380628355662171
SAMD13,4.925436917260543,5.208122366284534,5.2560401976136895,5.180918883723241,5.1872012895117035,4.981759096841091,5.413223262967324,5.376877219177556
SAMD4A,6.498086015549498,5.571092099391325,5.704285397177748,6.126293753415384,5.941455695291518,7.200857302096925,5.999539958397991,5.4941465413903865
SAMD4B,7.621077527751184,7.852385505732791,7.9362839971530565,7.672070100952973,7.585334589868987,7.142117770883824,7.834855491044566,7.436526956828857
SAMD8,6.014108140126656,6.277809156881206,6.292024863875238,6.3490002766719424,6.296653245499831,5.870998717130669,6.39644897931505,6.067710608165849
SAMHD1,6.014108140126656,5.364330730895534,6.5300974952900095,5.042586575138345,6.846476441495094,5.436375335468245,5.81411953697412,5.780800394572063
SAP130,5.967096935158086,6.367504124519198,6.2536663032293855,6.482160866287734,5.968597700595548,6.145129746458193,6.306292526851615,6.290390758035574
SAP18,4.359880929524613,5.130604397098622,4.592902440896808,4.8388504108252715,4.939565651548791,4.5936800363486,5.037202960647339,5.599095896199653
SAP25,4.436883518150825,4.500451604366321,5.1439426241704265,3.93436395722402,4.841220065528361,4.401689296896097,4.576422113252492,5.4941465413903865
SAP30,5.523417285650822,4.874828377079255,5.132580990931522,4.787973669096148,5.561062242271913,5.247742037740555,5.336618738283091,5.244005927729526
