"x"
"ITGA11"
"PTGES3"
"XPO1"
"HSPB1"
"PRKAG2"
"COX15"
"CACNA1A"
"GUCY1A2"
"HSPH1"
"HSP90B1"
"DOCK2"
"UBB"
"GPC5"
"MDGA2"
"APLP1"
"CHORDC1"
"RELA"
"HSP90AA1"
"EEF2K"
"SNX3"
"ARRDC3"
"PPM1E"
"FXR1"
"HSPA5"
"ANLN"
"AMPD3"
"HSPA4"
"PLCG2"
"PKD1"
"CNTN1"
"PARD3"
"APOD"
"ART3"
"PDS5B"
"DNAJA1"
"SAXO1"
"PDIA6"
"CNTN3"
"FLCN"
"DNAJB1"
"CDH11"
"TENM4"
"MRPS6"
"KCNMA1"
"HSPA4L"
"LRRN1"
"SLC38A2"
"KCND3"
"PRMT3"
"XYLT1"
"TIMM44"
"SEMA5A"
"DCC"
"UST"
"ALDH3A2"
"HSPD1"
"SLC4A8"
"GRIA4"
"MT3"
"FAP"
"AKAP13"
"RRAGD"
"SLC9B1"
"FKBP4"
"P3H2"
"PTPRM"
"RAMP1"
"BAG3"
"LRP4"
"DUSP10"
"TMIGD3"
