"x"
"B2M"
"STX1A"
"RPL41"
"ARPP19"
"RPS3A"
"RPL21"
"DNM1"
"NRXN2"
"SYN1"
"CLIP3"
"PRNP"
"FAIM2"
"CAMK2A"
"NDRG4"
"CHN1"
"CAMK2N1"
"STX1B"
"TUBB4A"
"ADGRB2"
"GNAO1"
"THY1"
"PRKAR1B"
"FXYD7"
"PREPL"
"MRPL41"
"MAP2K2"
"ENO2"
"STXBP1"
"CALM3"
"ATP1A3"
"CPLX2"
"DMTN"
"CAMK2B"
"EEF1A2"
"NSMF"
"RPS15A"
"SYT1"
"GGT7"
